ASSETS19,ASSORG19,BHC19,BHCFOR19,REAL1419,ORDER,OCC19,SEQINS,CERT19,SID,TAX_ID19,CODE19,LEI,STATER19,NAME19,PLACE19,CODE17,HMPRID,SYD,RSSD19,RSSDP19,RSSDHH19,ORG19,ENTITY19,THC19,CHARTR19,INSURE19,THRIFT19,NCUA19,STATE19,MINBNK19,COUNTY19,TYPE19,NAMEOR19,FOREOR19,NAMES19,FORE19,NAMER19,TAXIDR19,LEIR19,LAR19,CRA19,FHLB19,FHFBID19,PARENT19,OLC19,ASSETL19,PURC19,PURCD19,ORIG19,HIELG19,HIRAT19,ORIGM19,HIELGM19,HIRATM19,ORIGD19,ORIGDM19,APPL19,APPLD19,APPLM19,APPLDM19
4709735,4711968,2507790, ,816869,25019,0,25019,57135, ,16-1686740,3,549300D214S3L7KZ0515,10,CRESCENT MORTGAGE COMPANY,WILMINGTON,3,16-1686740, ,3228001,3013823,2507790,2507790,3013823,2507790,200,7,0, ,45,0,19,11,CAROLINA FINANCIAL CORPORATION,FHD,CRESCOM BK,NMB,CRESCENT MTG CO,16-1686740,0,5043,0,4,52011,CRESCOM BANK,2,0,446,111342151,3710,3710,153,348,348,18,740882,71638,4597,940842,462,96300
11947775,11947775,0, ,1611598,25020,0,25020,35095, ,26-1146120,3,549300W7XZMMFOVY0Z37,51,"NEWTOWNE MORTGAGE, LLC",SUFFOLK,3,26-1146120, ,4264154,2797724,2797724,-2797724,2797724, ,200,7,16178, ,51,0,740,11,TOWNEBANK,NMB,TOWNEBANK,NMB,NEW TOWNE MTG LLC,26-1146120,0,913,0,4,16178, ,3,0,0,0,755,755,27,185,185,16,211493,45286,913,254668,225,54375
11947775,11947775,0, ,1611598,25022,0,25022,35095, ,27-1026893,3,5493005NE66BD75BDB43,37,TOWNE MORTGAGE OF THE CAROLINA,RALEIGH,3,27-1026893, ,4264172,2797724,2797724,-2797724,2797724, ,200,7,16178, ,51,0,740,11,TOWNEBANK,NMB,TOWNEBANK,NMB,TOWNE MTG OF THE CAROLINAS LLC,27-1026893,0,790,0,4,16178, ,3,0,0,0,640,640,25,140,140,9,155798,31216,790,191464,181,39357
11947775,11947775,0, ,1611598,25023,0,25023,35095, ,45-3979890,3,549300B0W63QL1NZIM87,51,"SIMONTOWNE MORTGAGE, LLC",SUFFOLK,3,45-3979890, ,4366012,2797724,2797724,-2797724,2797724, ,200,7,16178, ,51,0,740,11,TOWNEBANK,NMB,TOWNEBANK,NMB,SIMONTOWNE MTG LLC,45-3979890,0,12,0,4,16178, ,3,0,0,0,8,8,0,1,1,0,1850,195,12,3133,2,668
5291910,5294046,1115349, ,1499672,25024,0,25024,23623, ,45-4889921,3,549300L0OVX5O63S8C68,44,WASHINGTON TRUST MORTGAGE COMP,WARWICK,3,45-4889921, ,4462361,816603,1115349,1115349,816603,1115349,200,7,0, ,44,0,9,11,"WASHINGTON TRUST BANCORP, INC.",FHD,WASHINGTON TC OF WESTERLY,NMB,WASHINGTON TR MORGAGE CO LLC,45-4889921,0,1894,0,1,9487, ,2,0,0,0,1344,1344,4,257,257,0,569309,118504,1894,806620,351,158016
52618,52618,0, ,17815,25045,0,25045,0, ,34-1089047,5,254900L72VHBMLKTDN80,39,DOY FEDERAL CREDIT UNION,YOUNGSTOWN,5,0000020661, ,732084,0,0,-732084,732084, ,330,3,0,20661,39,0,155,30,DOY FCU,FCU,DOY FCU,FCU,DOY FCU,34-1089047,0,36,0,0,0, ,0,49299,0,0,34,34,2,0,0,0,3103,0,36,3201,0,0
119344,119344,0, ,19849,25046,0,25046,0, ,23-1887056,5,549300IL3FQNU6YHBJ72,42,P & G MEHOOPANY EMPLOYEES FEDE,TUNKHANNOCK,5,0000020861, ,194383,0,0,-194383,194383, ,330,3,0,20861,42,0,131,30,PGMEFCU,FCU,PGMEFCU,FCU,P&G MEHOOPANY EMPL FCU,23-1887056,0,88,0,0,0, ,0,117556,0,0,38,38,0,1,1,0,2762,25,88,5623,1,25
629553,629553,0, ,304221,25048,0,25048,0, ,46-1316895,5,549300WW4OBT30G5DK23,55,THRIVENT FEDERAL CREDIT UNION,APPLETON,5,0000024849, ,4457536,0,0,-4457536,4457536, ,330,3,0,24849,55,0,87,30,THRIVENT FCU,FCU,THRIVENT FCU,FCU,THRIVENT FCU, ,0,1156,0,7,55267, ,0,578076,0,0,785,779,38,44,44,5,128720,7688,1156,184263,77,14191
354070,354070,0, ,65354,25051,0,25051,0, ,84-0405947,5,549300N6Q6IC190UPB76,8,DENVER COMMUNITY,DENVER,5,0000068616, ,360393,0,0,-360393,360393, ,330,3,0,68616,8,0,31,30,DENVER CMNTY CU,SCU,DENVER CMNTY CU,SCU,DENVER CMNTY CU,84-0405947,0,107,0,0,0, ,0,338007,0,0,76,76,2,31,31,0,15364,6200,107,20923,49,8921
434578,434578,0, ,72254,25053,0,25053,0, ,63-0355713,5,549300QWWDI5EBFCNL02,1,FAMILY SAVINGS,RAINBOW CITY,5,0000068628, ,377186,0,0,-377186,377186, ,330,3,0,68628,1,0,55,30,FAMILY SVGS CU,SCU,FAMILY SVGS CU,SCU,FAMILY SVGS CU,63-0355713,0,172,0,4,14373, ,0,405735,0,0,99,99,0,12,12,0,9838,612,172,15266,36,2366
157730,157730,0, ,32156,25054,0,25054,0, ,54-0585044,5,549300JWMTKHFOXRS523,51,BLUE EAGLE CREDIT UNION,ROANOKE,5,0000068629, ,484673,0,0,-484673,484673, ,330,3,0,68629,51,0,161,30,BLUE EAGLE CU,SCU,BLUE EAGLE CU,SCU,BLUE EAGLE CU,54-0585044,0,228,0,4,55474, ,0,148599,0,0,122,122,40,21,21,9,8361,1436,228,15549,51,2755
406673,406673,0, ,45527,25055,0,25055,0, ,58-0905515,5,549300LDBCZGR7DW6211,13,THE SOUTHERN CREDIT UNION,FAYETTEVILLE,5,0000068638, ,396187,0,0,-396187,396187, ,330,3,0,68638,13,0,113,30,THE SOUTHERN CU,SCU,THE SOUTHERN CU,SCU,SOUTHERN CU,58-0905515,0,218,0,4,55811, ,0,392126,0,0,100,100,0,12,12,0,14457,1194,218,34476,26,3272
289474,289474,0, ,70834,25056,0,25056,0, ,38-1418001,5,549300QGO7S838JDBC47,26,CORNERSTONE COMMUNITY FINANCIA,AUBURN HILLS,5,0000068641, ,271088,0,0,-271088,271088, ,330,3,0,68641,26,0,125,30,CORNERSTONE CMNTY FNCL FCU,SCU,CORNERSTONE CMNTY FNCL FCU,SCU,CORNERSTONE CMNTY FNCL CU,38-1418001,0,226,0,6,17369, ,0,285234,53,264269075,99,99,0,17,17,0,5133,994,173,9173,35,2198
 , , , , ,25059, ,25059, , ,03-0488052,7,549300Z0ZUTDURG4KA31,48,"AMERICAN HERITAGE CAPITAL, L.P",DALLAS,7,03-0488052, ,4556792,0,0,45059,0, ,510,0, , , , , ,40,"AMERICAN HERITAGE CAPITAL, LP",IMB, ,IMB,AMERICAN HERITAGE CAP,03-0488052,0,884,0,0,0, ,3,0,0,0,727,726,2,230,230,2,220260,68764,884,268555,286,84889
 , , , , ,25062, ,25062, , ,04-3243815,7,5493005HTCBH4TWCVM82,25,"MEMBERS MORTGAGE COMPANY, INC.",WINCHESTER,7,04-3243815, ,3868760,0,0,45062,0, ,510,0, , , , , ,40,MEMBERS MORTGAGE COMPANY,IMB, ,IMB,MEMBERS MTG CO,04-3243815,0,1546,0,0,0, ,3,0,59,90612321,1052,1052,0,126,126,0,310673,41103,1487,439015,188,57783
 , , , , ,25063, ,25063, , ,13-4225190,7,54930030Z1JWTP3SVD16,26,"TOP FLITE FINANCIAL, INC.",WILLIAMSTON,7,13-4225190, ,4731067,0,0,45063,0, ,510,0, , , , , ,40,"TOP FLITE FINANCIAL, INC",IMB, ,IMB,TOP FLITE FNCL,13-4225190,0,8584,0,0,0, ,3,0,0,0,1862,1862,494,334,334,110,384607,79189,8584,2134627,2126,571767
 , , , , ,25064, ,25064, , ,20-0976388,7,549300WGEJKXK5PPHT03,26,"HOMESITE MORTGAGE, LLC",SHELBY TOWNSHIP,7,20-0976388, ,4731076,0,0,45064,0, ,510,0, , , , , ,40,HOMESITE MORTGAGE LLC,IMB, ,IMB,DBA HOMESTEAD MTG HOMESIT,20-0976388,0,721,0,0,0, ,3,0,0,0,536,536,78,108,108,21,142001,30562,721,185946,153,41102
 , , , , ,25065, ,25065, , ,20-1255434,7,5493007BX4I89K17ZM64,6,"ALL REVERSE MORTGAGE, INC.",ORANGE,7,20-1255434, ,4730154,0,0,45065,0, ,510,0, , , , , ,40,ALL REVERSE MORTGAGE INC,IMB, ,IMB,DBA ALL REVERSE MTG CO,20-1255434,0,584,0,0,0, ,3,0,0,0,427,427,0,64,64,0,128491,17529,584,180471,92,26990
 , , , , ,25066, ,25066, , ,20-1832276,7,549300TINI6CL78UD591,6,AMERICAN ADVISORS GROUP,SACRAMENTO,7,20-1832276, ,4730163,0,0,45066,0, ,510,0, , , , , ,40,AAG,IMB, ,IMB,AMERICAN ADVIS GRP,20-1832276,0,22445,0,0,0, ,3,0,2086,268109810,11679,11674,31,1606,1605,2,1537091,248549,20359,2594547,3206,449521
 , , , , ,25068, ,25068, , ,20-4255880,7,2549005Q4HZ55QX7YC64,6,"WATERMARK CAPITAL, INC.",IRVINE,7,20-4255880, ,4730172,0,0,45068,0, ,510,0, , , , , ,40,WATERMARK HOME LOANS,IMB, ,IMB,WATERMARK CAP,20-4255880,0,4465,0,0,0, ,3,0,0,0,3390,3390,35,1011,1011,20,1225981,358808,4465,1629774,1397,492447
 , , , , ,25069, ,25069, , ,20-4514405,7,549300VSL5DFXBM1II56,29,F&B ACQUISITION GROUP LLC,SAINT LOUIS,7,20-4514405, ,4880349,0,0,45069,0, ,510,0, , , , , ,40,F&B FINANCIAL GROUP,IMB, ,IMB,F&B FNCL GRP LLC,20-4514405,0,1469,0,0,0, ,3,0,0,0,1261,1257,84,92,92,7,305139,20175,1469,352891,126,28117
 , , , , ,25072, ,25072, , ,22-2999585,7,549300ZD18AVSD0OG331,34,GLENDENNING MORTGAGE CORPORATI,TOMS RIVER,7,22-2999585, ,4878850,0,0,45072,0, ,510,0, , , , , ,40,GLENDENNING MORTGAGE CORPORATI,IMB, ,IMB,GLENDENNING MTG CORP,22-2999585,0,291,0,0,0, ,3,0,0,0,244,244,25,23,23,3,65109,5430,291,76920,29,6829
 , , , , ,25076, ,25076, , ,26-2926983,7,5493008SV4X2EID9J711,27,"CAMBRIA FINANCIAL GROUP, LLC",BELLE PLAINE,7,26-2926983, ,4728900,0,0,45076,0, ,510,0, , , , , ,40,CAMBRIA MORTGAGE,IMB, ,IMB,CAMBRIA FNCL GRP LLC,26-2926983,0,1459,0,0,0, ,3,0,0,0,936,936,63,216,216,19,226755,50150,1459,344466,301,70140
 , , , , ,25078, ,25078, , ,26-3958508,7,549300U7F7T8UG5AI038,6,"COASTAL FUNDING SLC, INC.",SAN LUIS OBISPO,7,26-3958508, ,4730190,0,0,45078,0, ,510,0, , , , , ,40,COASTAL FUNDING SLC INC.,IMB, ,IMB,COASTAL FUND SLC,26-3958508,0,527,0,0,0, ,3,0,0,0,418,418,12,53,53,3,181185,21061,527,229121,70,30345
 , , , , ,25079, ,25079, , ,26-4803398,7,549300EL87GZMCVX0Q34,10,"BOND STREET MORTGAGE, LLC",WILMINGTON,7,26-4803398, ,5163067,0,0,45079,0, ,510,0, , , , , ,40,"BOND STREET MORTGAGE, LLC",IMB, ,IMB,BOND ST MTG LLC,26-4803398,0,1322,0,0,0, ,3,0,0,0,1311,1311,70,484,484,20,469677,172255,1322,472724,492,174307
 , , , , ,25080, ,25080, , ,27-0022323,7,254900JCTXBH1WCEWG62,12,"FLORIDA HOME TRUST MORTGAGE, I",WESTON,7,27-0022323, ,4726876,0,0,45080,0, ,510,0, , , , , ,40,FACEBANK INTERNATIONAL,IMB, ,IMB,FLORIDA HOME TR MTG,27-0022323,0,232,0,0,0, ,3,0,0,0,172,172,75,165,165,71,50380,48437,232,76342,223,74019
 , , , , ,25081, ,25081, , ,27-0202259,7,254900AD895KKZTSFT42,13,MORTGAGE ASSURANCE INC.,ATLANTA,7,27-0202259, ,4726885,0,0,45081,0, ,510,0, , , , , ,40,MORTGAGE ASSURANCE INC.,IMB, ,IMB,MORTGAGE ASSUR,27-0202259,0,2165,0,0,0, ,3,0,0,0,1579,1579,77,424,424,39,401060,108610,2165,540779,625,157399
 , , , , ,25085, ,25085, , ,27-4626537,7,5493006KXUHSYFT7SD10,41,"LPMC, LLC",SALEM,7,27-4626537, ,4730202,0,0,45085,0, ,510,0, , , , , ,40,LANDMARK PROFESSIONAL MORTGAGE,IMB, ,IMB,LPMC LLC,27-4626537,0,1310,0,0,0, ,3,0,0,0,1067,1067,45,163,163,11,294515,41154,1310,356645,209,52742
 , , , , ,25087, ,25087, , ,31-1484057,7,5493004NMXQUYEFD1Y98,39,"FIRST OHIO HOME FINANCE, INC.",WESTERVILLE,7,31-1484057, ,4726942,0,0,45087,0, ,510,0, , , , , ,40,FIRST OHIO HOME FINANCE INC,IMB, ,IMB,FIRST OH HOME FNC,31-1484057,0,1120,0,0,0, ,3,0,0,0,847,846,19,110,110,4,157976,20278,1120,203184,149,25979
 , , , , ,25089, ,25089, , ,33-0508282,7,549300XRXBA38J60S618,6,JMJ FINANCIAL GROUP,ALISO VIEJO,7,33-0508282, ,4730211,0,0,45089,0, ,510,0, , , , , ,40,JMJ FINANCIAL GROUP INC.,IMB, ,IMB,JMJ FNCL GRP,33-0508282,0,2382,0,0,0, ,3,0,0,0,1756,1756,152,285,285,36,821184,126529,2382,1122889,423,180379
 , , , , ,25090, ,25090, , ,36-4115595,7,5493001R92DY5DI1DI85,10,DRAPER AND KRAMER MORTGAGE COR,WILMINGTON,7,36-4115595, ,3876710,0,0,45090,0, ,510,0, , , , , ,40,DRAPER AND KRAMER MORTGAGE COR,IMB, ,IMB,1ST ADVAN MTG LLC,36-4115595,0,12741,0,0,0, ,3,0,0,0,9999,9998,468,2856,2856,149,3336990,940321,12741,4300537,3853,1288920
 , , , , ,25092, ,25092, , ,39-1856165,7,549300PTX8QF0BPQ5U19,17,"SHELTER MORTGAGE COMPANY, L.L.",SPRINGFIELD,7,39-1856165,538,2571054,3949593,3949593,10538,0, ,510,0, , , , , ,40,NEWREZ LLC,DEO, ,IMB,SHELTER MTG CO LLC,39-1856165,0,7389,0,0,0, ,3,0,7177,264165429,14,14,12,3,3,2,1731,292,212,45823,69,14010
 , , , , ,25093, ,25093, , ,41-1941324,7,549300AENO88GEUWCZ39,27,AMERICAN MORTGAGE & EQUITY CON,BLOOMINGTON,7,41-1941324, ,4728919,0,0,45093,0, ,510,0, , , , , ,40,AMERICAN MORTGAGE & EQUITY CON,IMB, ,IMB,AMERICAN MTG & EQT CONSUL,41-1941324,0,10598,0,0,0, ,3,0,0,0,9238,9238,623,1238,1238,163,2265648,293716,10598,2609557,1501,356216
 , , , , ,25095, ,25095, , ,45-5349650,7,549300FCPKXI75DX5M03,51,CITYWORTH MORTGAGE LLC,FAIRFAX,7,45-5349650, ,4741570,0,0,45095,0, ,510,0, , , , , ,40,CITYWORTH MORTGAGE,IMB, ,IMB,CITYWORTH MTG LLC,45-5349650,0,2252,0,0,0, ,3,0,0,0,1070,1069,490,494,493,212,219767,106061,2252,442254,1017,209783
 , , , , ,25096, ,25096, , ,46-1565216,7,5493004ZUHSMPBM5KL21,26,"ADVISORS CAPITAL, INC.",FENTON,7,46-1565216, ,4731094,0,0,45096,0, ,510,0, , , , , ,40,ADVISORS CAPITAL INC,IMB, ,IMB,ADVISORS CAP,46-1565216,0,474,0,0,0, ,3,0,0,0,421,421,16,33,33,4,103817,7922,474,115598,41,9755
 , , , , ,25098, ,25098, , ,52-2084053,7,549300GSN9VF5S618659,17,"GUARANTY MORTGAGE SERVICES, L.",SPRINGFIELD,7,52-2084053,538,4293819,2571054,3949593,10538,0, ,510,0, , , , , ,40,NEWREZ LLC,DEO, ,IMB,GUARANTY MTG SVCS LLC,52-2084053,0,512,0,0,0, ,3,0,0,0,358,358,76,61,61,19,77009,13597,512,108665,92,20413
 , , , , ,25099, ,25099, , ,52-2354562,7,54930057OO0P1ZMTQX63,6,"COUNTRY CLUB MORTGAGE, INC.",VISALIA,7,52-2354562, ,4730239,0,0,45099,0, ,510,0, , , , , ,40,"COUNTRY CLUB MORTGAGE, INC.",IMB, ,IMB,COUNTRY CLUB MTG,52-2354562,0,2352,0,0,0, ,3,0,0,0,1890,1889,245,1126,1126,162,393327,205751,2352,478661,1430,254371
 , , , , ,25100, ,25100, , ,56-2007637,7,2549006SV57592TPRW11,37,CORPORATE INVESTORS MORTGAGE G,CHAPEL HILL,7,56-2007637, ,4741600,0,0,45100,0, ,510,0, , , , , ,40,CORPORATE INVESTORS MORTGAGE G,IMB, ,IMB,CORPORATE INVS MTG,56-2007637,0,2120,0,0,0, ,3,0,0,0,1911,1911,9,222,222,3,575838,64560,2120,639968,255,73861
 , , , , ,25101, ,25101, , ,58-1253290,7,549300WPNSM7RIMWRQ79,13,AUGUSTA MORTGAGE CO.,AUGUSTA,7,58-1253290, ,3914658,0,0,45101,0, ,510,0, , , , , ,40,AUGUSTA MORTGAGE COMPANY,IMB, ,IMB,AUGUSTA MTG CO,58-1253290,0,310,0,0,0, ,3,0,0,0,258,256,2,43,43,0,55790,8912,310,67164,54,11015
 , , , , ,25102, ,25102, , ,59-3256287,7,549300YLA2LNEYNOLN85,12,WATSON MORTGAGE CORP.,JACKSONVILLE,7,59-3256287, ,3915011,0,0,45102,0, ,510,0, , , , , ,40,WATSON MORTGAGE CORPORATION,IMB, ,IMB,WATSON MTG CORP,59-3256287,0,728,0,0,0, ,3,0,0,0,480,480,88,113,113,34,103082,22259,728,154903,151,28710
 , , , , ,25103, ,25103, , ,59-3591757,7,5493005PT09Z02WXW551,12,ALKAN MORTGAGE CORPORATION,LAKE MARY,7,59-3591757, ,4726894,0,0,45103,0, ,510,0, , , , , ,40,ALKAN MORTGAGE CORPORATION,IMB, ,IMB,ALKAN MTG CORP,59-3591757,0,162,0,0,0, ,3,0,0,0,11,11,11,7,7,7,1846,820,162,35269,59,11385
 , , , , ,25104, ,25104, , ,61-1388642,7,549300Z7FK8G2S8WGC14,21,"MORTGAGE SUPPLIERS, INC.",WINCHESTER,7,61-1388642, ,4726951,0,0,45104,0, ,510,0, , , , , ,40,MORTGAGE SUPPLIERS INC.,IMB, ,IMB,MORTGAGE SUPPLIERS,61-1388642,0,676,0,0,0, ,3,0,0,0,382,382,136,20,20,8,44403,2563,676,78553,31,4345
 , , , , ,25106, ,25106, , ,72-0484657,7,549300DG3IV05V4C4E03,22,EUSTIS AND AMERICAN MORTGAGE C,NEW ORLEANS,7,72-0484657, ,3915468,0,0,45106,0, ,510,0, , , , , ,40,EUSTIS MORTGAGE CORPORATION,IMB, ,IMB,EUSTIS MTG CORP,72-0484657,0,4297,0,0,0, ,3,0,0,0,3317,3317,635,949,949,242,701670,180340,4297,915705,1266,242392
 , , , , ,25107, ,25107, , ,76-0780998,7,549300L7CE67AJBV3102,39,"OPTION FINANCIAL, LLC",CINCINNATI,7,76-0780998, ,4352529,0,0,45107,0, ,510,0, , , , , ,40,OPTION FINANCIAL LLC,IMB, ,IMB,OPTION FNCL,76-0780998,0,179,0,0,0, ,2,0,0,0,77,77,35,6,6,2,11900,747,179,27585,17,2209
 , , , , ,25109, ,25109, , ,77-0251790,7,549300LCU7GG78XX2Q49,6,"RESOURCE LENDERS, INC.",FRESNO,7,77-0251790, ,3874444,0,0,45109,0, ,510,0, , , , , ,40,RESOURCE LENDERS INC.,IMB, ,IMB,RESOURCE LEND,77-0251790,0,204,0,0,0, ,3,0,0,0,135,135,6,44,44,2,37867,11183,204,59762,78,20149
 , , , , ,25111, ,25111, , ,84-1412422,7,549300748YYU6VG08N83,8,"LOAN SIMPLE, INC.",COLORADO SPRINGS,7,84-1412422, ,4877415,0,0,45111,0, ,510,0, , , , , ,40,LOAN SIMPLE INC,IMB, ,IMB,LOAN SIMPLE,84-1412422,0,2234,0,0,0, ,3,0,0,0,1724,1724,312,485,485,154,490426,126397,2234,640244,657,173264
 , , , , ,25112, ,25112, , ,84-1594306,7,549300ALNLUNS3Y53T24,8,AMERICAN FINANCING CORPORATION,AURORA,7,84-1594306, ,4922025,0,0,45112,0, ,510,0, , , , , ,40,AMERICAN FINANCING CORPORATION,IMB, ,IMB,AMERICAN FINANCING CORP, ,0,42732,0,0,0, ,3,0,0,0,15120,15120,1666,3484,3484,568,4059375,953542,42732,11320656,9843,2661837
 , , , , ,25115, ,25115, , ,90-0186134,7,549300JOD3S8ZGZLHP53,6,"GOOGAIN, INC.",SUNNYVALE,7,90-0186134, ,4731021,0,0,45115,0, ,510,0, , , , , ,40,GOOGAIN INC.,IMB, ,IMB,GOOGAIN,90-0186134,0,2366,0,0,0, ,3,0,0,0,1820,1820,0,1707,1707,0,955584,897074,2366,1334538,2210,1249933
 , , , , ,25118, ,25118, , ,94-2229242,7,5493000OM9RKJW8W5K82,6,ALAMEDA MORTGAGE CORPORATION,SANTA ROSA,7,94-2229242, ,3876082,0,0,45118,0, ,510,0, , , , , ,40,ALAMEDA MORTGAGE CORPORATION,IMB, ,IMB,ALAMEDA MTG CORP,94-2229242,0,3041,0,0,0, ,3,0,0,0,2133,2133,270,1333,1333,195,630520,350326,3041,892626,1914,498250
 , , , , ,25119, ,25119, , ,95-4248183,7,5493005NIBYLNJC10826,6,"T. J. FINANCIAL, INC.",MONROVIA,7,95-4248183, ,4731003,0,0,45119,0, ,510,0, , , , , ,40,"T. J. FINANCIAL, INC.",IMB, ,IMB,TJ FNCL,95-4248183,0,1217,0,0,0, ,3,0,0,0,912,912,0,829,829,0,399639,361640,1217,548541,1100,491731
 , , , , ,25121, ,25121, , ,95-4575252,7,254900QNIR86GUIRYH95,6,"PERFORMANCE FINANCIAL, INC.",VALENCIA,7,95-4575252, ,4730145,0,0,45121,0, ,510,0, , , , , ,40,"PERFORMANCE FINANCIAL, INC.",IMB, ,IMB,PERFORMANCE FNCL,95-4575252,0,464,0,0,0, ,3,0,0,0,321,321,54,194,194,39,101517,57210,464,145978,289,84601
328999040,390364866,2277860, ,169499,25122,13688,25122,4297, ,72-0210640,9,207ALC1P1YM0OVDV0K75,51,"CAPITAL ONE, NATIONAL ASSOCIAT",MCLEAN,9,0000112837, ,112837,2277860,2277860,2277860,112837,2277860,200,7,11780, ,51,0,59,10,CAPITAL ONE FINANCIAL CORPORAT,FHD,CAPITAL ONE NA,NAT,CAPITAL ONE NA,72-0210640,207ALC1P1YM0OVDV0K75,771,0,4,54029,CAPITAL ONE FINANCIAL CORPORAT,0,304657685,0,0,624,0,0,0,0,0,8983725,0,771,10159745,2,646
13495944,13497877,1079562, ,1711568,25123,10523,25123,4988, ,64-0180810,9,01J4SO3XTWZF4PP38209,28,TRUSTMARK NATIONAL BANK,JACKSON,9,0000342634, ,342634,1079562,1079562,1079562,342634,1079562,200,7,15770, ,28,0,49,10,TRUSTMARK CORPORATION,BHC,TRUSTMARK NB,NAT,TRUSTMARK NB,64-0180810,01J4SO3XTWZF4PP38209,14800,0,9,15770,TRUSTMARK CORPORATION,0,13284058,375,68490,10847,10503,423,2026,2026,166,1948608,296810,14425,2398043,3317,396256
32184416,32195337,1109599, ,4248726,25125,0,25125,16835, ,74-2139516,9,549300D003QRZFSQ4N43,48,PROSPERITY BANK,EL CAMPO,9,0000664756, ,664756,1109599,1109599,1109599,664756,1109599,200,7,0, ,48,0,481,10,"PROSPERITY BANCSHARES, INC.",FHD,PROSPERITY BK,NMB,PROSPERITY BK,74-2139516,549300D003QRZFSQ4N43,6411,0,9,12333,"PROSPERITY BANCSHARES, INC.",0,22689286,5,111229857,4111,3511,215,1038,1038,117,1412932,217313,6406,2329394,1829,374449
22178675,22178675,0, ,7276261,25127,0,25127,0, ,91-0219435,9,549300KM40FP4MSQU941,53,BOEING EMPLOYEES,TUKWILA,9,0000972590, ,972590,0,0,-972590,972590, ,330,3,0,62604,53,0,33,30,BOEING EMPL CU,SCU,BOEING EMPL CU,SCU,BOEING EMPL CU,91-0219435,0,29496,0,8,17686, ,0,19588565,6,177529753,18382,18277,559,4140,4140,136,3779707,793288,29490,5969422,7397,1444035
26468603,40153995,3815157, ,4699857,25129,24914,25129,33893, ,59-3244348,9,ZXMJHJK466PBZTM5F379,12,"RAYMOND JAMES BANK, NATIONAL A",ST. PETERSBURG,9,0002193616, ,2193616,3815157,3815157,3815157,2193616,3815157,200,7,0, ,12,0,103,10,"RAYMOND JAMES FINANCIAL, INC.",FHD,RAYMOND JAMES BK NA,NAT,RAYMOND JAMES BK NA,59-3244348,ZXMJHJK466PBZTM5F379,2739,0,4,12002,"RAYMOND JAMES FINANCIAL, INC.",0,25140256,644,598210020,1645,1643,36,143,143,15,1196522,96195,2095,1608012,184,126339
32529274,32548132,2706735, ,3029810,25130,23248,25130,34383, ,75-2695994,9,38PG5GG0OEQK4QMSKE59,48,"TEXAS CAPITAL BANK, NATIONAL A",DALLAS,9,0002618780, ,2618780,2706735,2706735,2706735,2618780,2706735,200,7,0, ,48,0,113,10,"TEXAS CAPITAL BANCSHARES, INC.",FHD,TEXAS CAP BK NA,NAT,TEXAS CAP BK NA,75-2695994,38PG5GG0OEQK4QMSKE59,35244,0,9,14837,"TEXAS CAPITAL BANCSHARES, INC.",0,28246367,35158,68004552,63,47,0,3,3,0,181306,3300,86,206287,6,6461
 ,302096, , , ,25142, ,25142, , ,20-1792214,7,549300H12E7AUMUHP294,34,"FIRST ALLIANCE HOME MORTGAGE,",CRANFORD,7,20-1792214, ,0,0,1071191,1071191,0, ,510,0, , , , , ,41,FARMERS NATIONAL BANC CORP.,FHD, ,IMB, , , ,2017,0,0,0, ,3,0,0,0,1169,1169,330,664,664,244,331844,191381,2017,599380,1208,363027
88573,88573,0, ,17398,25143,0,25143,0, ,73-0668635,5,5493001EYKX1T5YCJ737,40,RED RIVER FEDERAL CREDIT UNION,ALTUS,5,0000012082, ,281180,0,0,-281180,281180, ,330,3,0,12082,40,0,65,30,RED RIVER FCU,FCU,RED RIVER FCU,FCU,RED RIVER FCU,73-0668635,0,35,0,10,54712, ,0,84969,0,0,18,17,5,3,2,1,1204,189,35,2078,10,597
79725,79725,0, ,30933,25147,0,25147,0, ,91-0693631,5,2549009KHZGFDOS7GG28,53,SNO FALLS CREDIT UNION,SNOQUALMIE,5,0000068293, ,71091,0,0,-71091,71091, ,330,3,0,68293,53,0,33,30,SNO FALLS CU,SCU,SNO FALLS CU,SCU,SNO FALLS CU,91-0693631,0,32,0,0,0, ,0,71349,0,0,24,24,0,2,2,0,7876,981,32,10366,3,1301
 , , , , ,25148, ,25148, , ,22-2470496,7,549300QVGK8WC4HQ3C28,34,PRINCETON MORTGAGE CORPORATION,EWING,7,22-2470496, ,3873081,0,0,45148,0, ,510,0, , , , , ,40,PRINCETON MORTGAGE CORPORATION,IMB, ,IMB,PRINCETON MTG CORP,22-2470496,0,2006,0,0,0, ,3,0,0,0,1469,1469,94,435,435,34,366177,117021,2006,494708,617,158479
 , , , , ,25149, ,25149, , ,27-4588183,7,549300FI52XKDLFLK688,10,"THE HOME LENDING GROUP, LLC",WILMINGTON,7,27-4588183, ,4877992,0,0,45149,0, ,510,0, , , , , ,40,THE HOME LENDING GROUP LLC,IMB, ,IMB,HOME LEND GRP LLC,27-4588183,0,610,0,0,0, ,3,0,0,0,457,457,80,232,232,54,80216,39695,610,106956,315,54457
